mn_tbl,spc_tbl,spc_ltx_tbl,cat_tbl,mt_tbl,freq_tbl,freq_rs_tbl,EU_K_tbl,aij_tbl,qn_tbl,peak_tbl,peak_val,intint_tbl,intint_val,nupper_deg_tbl,in_aces_tbl
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,109.881376,109.86671500729418,49.17746298825652,-5.202740627409055,"$13_{3,10} – 13_{2,11}$",$-0.02599519030469341 \pm 0.06470701169302727$,-0.02599519030469341,$0.2983784582801333 \pm 0.344762966729281$,0.2983784582801333,$41361617262.43339 1 / cm2 \pm 47791499286.88748 1 / cm2$,False
singly-deuterated ammonia,NH2D,$\mathrm{NH_2D}$,CDMS,18501,110.153594,110.13852925359467,21.259551868782122,-4.78247161451345,"$1_{1,1} – 1_{0,1}$",$-0.24294758717959972 \pm 0.06470701169302727$,-0.24294758717959972,$-1.4356511026088925 \pm 0.29783563521722456$,-1.4356511026088925,$-227971397268.66486 1 / cm2 \pm 47294224755.22464 1 / cm2$,False
methyl cyanide,CH3CN,$\mathrm{CH_3CN}$,CDMS,41505,110.34947070000001,110.33437916524666,132.8384738007185,-4.209802573188484,"$6_{4,0} – 5_{4,0}$",$0.20007066648651292 \pm 0.06470701169302727$,0.20007066648651292,$1.4319034269404338 \pm 0.3433005064517779$,1.4319034269404338,$21129463334.80439 1 / cm2 \pm 5065813327.503386 1 / cm2$,False
methyl cyanide,CH3CN,$\mathrm{CH_3CN}$,CDMS,41505,110.364354,110.3492604297875,82.84226710395212,-4.079225066953939,"$6_{3,0} – 5_{-3,0}$",$0.6534539327192418 \pm 0.06470701169302727$,0.6534539327192418,$3.361924831389616 \pm 0.2972668660795006$,3.361924831389616,$36736888755.41297 1 / cm2 \pm 3248335503.47969 1 / cm2$,False
methyl cyanide,CH3CN,$\mathrm{CH_3CN}$,CDMS,41505,110.364354,110.3492604297875,82.84226710395212,-4.079225066953939,"$6_{-3,0} – 5_{3,0}$",$0.6534539327192418 \pm 0.06470701169302727$,0.6534539327192418,$3.361924831389616 \pm 0.2972668660795006$,3.361924831389616,$36736888755.41297 1 / cm2 \pm 3248335503.47969 1 / cm2$,False
methyl cyanide,CH3CN,$\mathrm{CH_3CN}$,CDMS,41505,110.3749894,110.3598943752766,47.12240786254756,-4.005395969983618,"$6_{2,0} – 5_{2,0}$",$0.8740114338129418 \pm 0.06470701169302727$,0.8740114338129418,$4.392130979057942 \pm 0.34322113536555715$,4.392130979057942,$40498996178.11527 1 / cm2 \pm 3164776168.036657 1 / cm2$,False
methyl cyanide,CH3CN,$\mathrm{CH_3CN}$,CDMS,41505,110.38137230000001,110.36627640234303,25.687384639316825,-3.9664030063141213,"$6_{1,0} – 5_{1,0}$",$1.3469313542600236 \pm 0.06470701169302727$,1.3469313542600236,$6.654454551029104 \pm 0.2972210342828458$,6.654454551029104,$56096879554.40877 1 / cm2 \pm 2505565622.7486157 1 / cm2$,False
methyl cyanide,CH3CN,$\mathrm{CH_3CN}$,CDMS,41505,110.3835002,110.36840401132869,18.541801400286896,-3.9541395175341347,"$6_{0,0} – 5_{0,0}$",$1.2707543805724093 \pm 0.06470701169302727$,1.2707543805724093,$9.889570943804804 \pm 0.3431946722946521$,9.889570943804804,$81050732908.44463 1 / cm2 \pm 2812678110.8921733 1 / cm2$,False
methanol,CH3OH,$\mathrm{CH_3OH}$,CDMS,32504,111.289453,111.27441852289351,102.71631941245388,-5.602437941730386,"$7_{2,5} – 8_{1,8}$",$0.32136447731572604 \pm 0.06470701169302727$,0.32136447731572604,$1.2888450793378203 \pm 0.2947958207718969$,1.2888450793378203,$207014339328.28073 1 / cm2 \pm 47350114495.67452 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,111.31587,111.30101760901691,43.57249122575263,-5.195648291274177,"$12_{3,9} – 12_{2,10}$",$0.0943180019224866 \pm 0.06470701169302727$,0.0943180019224866,$0.43073073265220535 \pm 0.3403201104924002$,0.43073073265220535,$65107844325.24173 1 / cm2 \pm 51441671315.75307 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,111.910806,111.89587422930148,10.892753383475656,-5.323317893479653,"$5_{2,4} – 4_{1,3}$",$0.000974938571816325 \pm 0.07063177671581335$,0.000974938571816325,$-0.5604219898830277 \pm 0.3695059721826087$,-0.5604219898830277,$-261089512610.20853 1 / cm2 \pm 172145518779.25925 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,112.52172900000001,112.5067157165104,38.40199203512314,-5.191184262024229,"$11_{3,8} – 11_{2,9}$",$0.10661879964586216 \pm 0.07063177671581335$,0.10661879964586216,$0.6416529746510031 \pm 0.31826414933859143$,0.6416529746510031,$106618958509.80182 1 / cm2 \pm 52883713586.68585 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,112.64622680000001,112.631196905312,39.04347473395962,-3.9282155880706178,"$13_{1,13} – 12_{1,12}$",$0.1563311195676512 \pm 0.07063177671581335$,0.1563311195676512,$1.0711640191816532 \pm 0.3670936199422894$,1.0711640191816532,$8293657614.915015 1 / cm2 \pm 2842280679.617169 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,112.64622680000001,112.631196905312,39.04347473395962,-3.9282155880706178,"$13_{1,13} – 12_{1,12}$",$0.15011606031685976 \pm 0.08980493432833908$,0.15011606031685976,$1.246827254577769 \pm 0.46674217619247305$,1.246827254577769,$9653758125.96153 1 / cm2 \pm 3613825459.464249 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,113.91324610000001,113.89804715245343,44.51034230948636,-5.0583218944649575,"$14_{0,14} – 13_{1,13}$",$0.08774778872967248 \pm 0.08980493432833908$,0.08774778872967248,$0.3243053538649749 \pm 0.39971468120446785$,0.3243053538649749,$32257557098.843094 1 / cm2 \pm 39758267936.481094 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,113.9782417,113.96303408037402,38.63346826333428,-3.911450272893222,"$13_{0,13} – 12_{0,12}$",$-0.08011436154993745 \pm 0.08980493432833908$,-0.08011436154993745,$-0.5053438111649221 \pm 0.4612875602598256$,-0.5053438111649221,$-3854094598.87113 1 / cm2 \pm 3518091753.0691276 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,115.34190600000001,115.32651643259467,33.63729677273716,-5.055541926114039,"$12_{1,12} – 11_{0,11}$",$0.07470969205285702 \pm 0.12385547784847217$,0.07470969205285702,$0.23034977531013065 \pm 0.5444427556761993$,0.23034977531013065,$27075030969.947266 1 / cm2 \pm 63993135879.773674 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,115.894358,115.87889472133406,43.45871551375211,-3.8989910907569567,"$13_{2,12} – 12_{2,11}$",$0.24393300800043918 \pm 0.12385547784847217$,0.24393300800043918,$2.3690138096098514 \pm 0.6256715700931654$,2.3690138096098514,$18152001182.595695 1 / cm2 \pm 4794058622.274574 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,125.418193,125.40145899757223,85.16163588577695,-3.8723848163935455,"$14_{6,9} – 13_{6,8}$",$0.019989215108663222 \pm 0.07121927121871778$,0.019989215108663222,$0.038266018494895734 \pm 0.23511769373972377$,0.038266018494895734,$300694980.3251048 1 / cm2 \pm 1847558566.9457788 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,125.418193,125.40145899757223,85.16163588577695,-3.8723848163935455,"$14_{6,8} – 13_{6,7}$",$0.019989215108663222 \pm 0.07121927121871778$,0.019989215108663222,$0.038266018494895734 \pm 0.23511769373972377$,0.038266018494895734,$300694980.3251048 1 / cm2 \pm 1847558566.9457788 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,125.44817400000001,125.43143599733818,72.94109680551011,-3.8432739846127926,"$14_{5,10} – 13_{5,9}$",$0.05753256749624505 \pm 0.07121927121871778$,0.05753256749624505,$-0.22566681462938165 \pm 0.2198799019778284$,-0.22566681462938165,$-1659118393.0544856 1 / cm2 \pm 1616572601.6630485 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,125.44817400000001,125.43143599733818,72.94109680551011,-3.8432739846127926,"$14_{5,9} – 13_{5,8}$",$0.05753256749624505 \pm 0.07121927121871778$,0.05753256749624505,$-0.22566681462938165 \pm 0.2198799019778284$,-0.22566681462938165,$-1659118393.0544856 1 / cm2 \pm 1616572601.6630485 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,125.51587699999999,125.49912996402219,62.94657327064874,-3.820311302954004,"$14_{4,11} – 13_{4,10}$",$-0.0518466868749827 \pm 0.07121927121871778$,-0.0518466868749827,$-0.2659398070325925 \pm 0.2349347110171383$,-0.2659398070325925,$-1856517247.724646 1 / cm2 \pm 1640071668.6955733 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,125.526969,125.51022048406502,62.947824991129195,-3.820171499967998,"$14_{4,10} – 13_{4,9}$",$0.09626164008385127 \pm 0.07121927121871778$,0.09626164008385127,$0.20415548712798567 \pm 0.23491395136803928$,0.20415548712798567,$1424996009.0474846 1 / cm2 \pm 1639688689.6269126 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,125.564501,125.54774747633398,55.17649028463674,-3.8031936980886076,"$14_{3,12} – 13_{3,11}$",$-0.032696873280252614 \pm 0.07121927121871778$,-0.032696873280252614,$0.6585077753022643 \pm 0.23484373414700258$,0.6585077753022643,$4422780251.6370735 1 / cm2 \pm 1577296834.694639 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,125.866011,125.84921724716983,55.21800948772431,-3.800102505901539,"$14_{3,11} – 13_{3,10}$",$0.019402100517552617 \pm 0.07121927121871778$,0.019402100517552617,$0.7420652959697402 \pm 0.23428116976914665$,0.7420652959697402,$4972428772.311413 1 / cm2 \pm 1569870516.3789032 1 / cm2$,False
cyanoacetylene,HC13CCN,$\mathrm{HC^{13}CCN}$,CDMS,52510,126.827349,126.81000392953462,45.65167811649717,-3.7968809454769956,$14 – 13$,$0.14820960285033272 \pm 0.07121927121871778$,0.14820960285033272,$0.2541878194545518 \pm 0.2325053430786285$,0.2541878194545518,$1716597662.2918088 1 / cm2 \pm 1570170157.0735178 1 / cm2$,False
cyanoacetylene,HC13CCN,$\mathrm{HC^{13}CCN}$,CDMS,52510,126.827349,126.81000392953462,45.65167811649717,-3.7968809454769956,$14 – 13$,$0.13168394582810258 \pm 0.06057649952552821$,0.13168394582810258,$0.3857908683587289 \pm 0.19776051571045053$,0.3857908683587289,$2605347904.4715953 1 / cm2 \pm 1335529136.2530425 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,127.180057,127.16308791974382,16.47165013325681,-5.1953249328907605,"$7_{2,6} – 6_{1,5}$",$0.02805270297833487 \pm 0.06057649952552821$,0.02805270297833487,$-0.04319727753444545 \pm 0.1972120671753874$,-0.04319727753444545,$-14194924445.177822 1 / cm2 \pm 64805250539.22 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,127.36309299999999,127.34609949804872,13.492814289671655,-5.249971346822195,"$6_{2,4} – 5_{1,5}$",$0.29459720629412955 \pm 0.06057649952552821$,0.29459720629412955,$2.7703568658296707 \pm 0.19692864984404426$,2.7703568658296707,$1194691874654.4429 1 / cm2 \pm 84923736994.7611 1 / cm2$,False
cyanoacetylene,HC3N,$\mathrm{HC_3N}$,CDMS,51501,127.367666,127.3502470350906,45.846090015049604,-3.7913720497190684,$14 – 13$,$2.3364472356855392 \pm 0.06057649952552821$,2.3364472356855392,$8.865902012125835 \pm 0.19692157933057727$,8.865902012125835,$59623897826.24214 1 / cm2 \pm 1324313319.6972144 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,127.520356,127.5033415151326,50.02400051411898,-3.771508598402472,"$14_{2,12} – 13_{2,11}$",$0.032179941393106454 \pm 0.06057649952552821$,0.032179941393106454,$0.28302663133494294 \pm 0.19668578987005866$,0.28302663133494294,$1822644376.237172 1 / cm2 \pm 1266623734.669625 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,127.618208,127.60118045916707,47.23128278652023,-3.7644219592205173,"$14_{1,13} – 13_{1,12}$",$0.10634095540690738 \pm 0.06057649952552821$,0.10634095540690738,$0.9625193682175618 \pm 0.19653497990156216$,0.9625193682175618,$6107503532.372759 1 / cm2 \pm 1247079408.081358 1 / cm2$,False
methylenimine,H2CNH,$\mathrm{H_2CNH}$,CDMS,29518,127.8567952,127.8393093411556,9.20737151018393,-4.75806037044632,"$2_{0,2} – 1_{0,1}$",$0.22964872580457893 \pm 0.06057649952552821$,0.22964872580457893,$-0.6012653499115597 \pm 0.19616823576038211$,-0.6012653499115597,$-72960520087.53046 1 / cm2 \pm 23804026804.198853 1 / cm2$,False
methyl cyanide,CH3CN,$\mathrm{CH_3CN}$,CDMS,41505,128.73966910000001,128.72206249819183,139.01705793201305,-3.9206043898353418,"$7_{4,0} – 6_{4,0}$",$0.07567887122178052 \pm 0.06576791725088127$,0.07567887122178052,$0.8040365217779475 \pm 0.21151932235196994$,0.8040365217779475,$7190990127.056446 1 / cm2 \pm 1891746602.9419405 1 / cm2$,False
methyl cyanide,CH3CN,$\mathrm{CH_3CN}$,CDMS,41505,128.75703040000002,128.73942142383825,89.02154567124104,-3.8368259728589975,"$7_{3,0} – 6_{-3,0}$",$0.7151014326063976 \pm 0.06576791725088127$,0.7151014326063976,$3.3480203820410845 \pm 0.21149080157595299$,3.3480203820410845,$24696745080.75805 1 / cm2 \pm 1560066492.266175 1 / cm2$,False
methyl cyanide,CH3CN,$\mathrm{CH_3CN}$,CDMS,41505,128.75703040000002,128.73942142383825,89.02154567124104,-3.8368259728589975,"$7_{-3,0} – 6_{3,0}$",$0.7151014326063976 \pm 0.06576791725088127$,0.7151014326063976,$3.3480203820410845 \pm 0.21149080157595299$,3.3480203820410845,$24696745080.75805 1 / cm2 \pm 1560066492.266175 1 / cm2$,False
methyl cyanide,CH3CN,$\mathrm{CH_3CN}$,CDMS,41505,128.7694365,128.75182582716414,53.302346920784544,-3.7855959874346694,"$7_{2,0} – 6_{2,0}$",$0.6631265176741157 \pm 0.06576791725088127$,0.6631265176741157,$3.18707747762578 \pm 0.2114704258110129$,3.18707747762578,$20897673931.35055 1 / cm2 \pm 1386612040.5753448 1 / cm2$,False
methyl cyanide,CH3CN,$\mathrm{CH_3CN}$,CDMS,41505,128.7768821,128.75927040889434,31.867662454485462,-3.7575025739891545,"$7_{1,0} – 6_{1,0}$",$1.37959346704459 \pm 0.06576791725088127$,1.37959346704459,$8.063137646556193 \pm 0.21145819904829152$,8.063137646556193,$49563984097.212364 1 / cm2 \pm 1299830323.4139938 1 / cm2$,False
methyl cyanide,CH3CN,$\mathrm{CH_3CN}$,CDMS,41505,128.7793643,128.7617522694255,24.722240096861494,-3.748438865774914,"$7_{0,0} – 6_{0,0}$",$1.2818661025668137 \pm 0.06576791725088127$,1.2818661025668137,$7.954689872387002 \pm 0.2114541232318931$,7.954689872387002,$47889292574.01914 1 / cm2 \pm 1273008569.2701118 1 / cm2$,False
singly-deuterated formaldehyde,HDCO,$\mathrm{HDCO}$,CDMS,31501,128.81286,128.79524338851073,9.276131936227136,-4.26743748853785,"$2_{0,2} – 1_{0,1}$",$0.19494936379221112 \pm 0.06576791725088127$,0.19494936379221112,$0.920800481063467 \pm 0.1977457865729931$,0.920800481063467,$109940187069.04079 1 / cm2 \pm 23610118820.573257 1 / cm2$,False
methanol,CH3OH,$\mathrm{CH_3OH}$,CDMS,32504,129.433338,129.41585240271723,197.07492535919224,-5.3294219730423285,"$12_{1,11} – 11_{2,10}$",$0.14820534520397288 \pm 0.06576791725088127$,0.14820534520397288,$0.5406685195093109 \pm 0.21038573205981784$,0.5406685195093109,$37588099137.36632 1 / cm2 \pm 14626336597.012905 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,129.76814,129.75082560311813,44.8613496743708,-4.877572467315954,"$14_{1,14} – 13_{0,13}$",$-0.025643295052987458 \pm 0.06576791725088127$,-0.025643295052987458,$0.18033333370297996 \pm 0.20984293655186467$,0.18033333370297996,$15352943245.657469 1 / cm2 \pm 17865286629.08893 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,129.795661,129.77834293111115,51.09056006602056,-3.74082687077995,"$15_{1,15} – 14_{1,14}$",$0.1568240090210607 \pm 0.06576791725088127$,0.1568240090210607,$0.8196622510641156 \pm 0.2097984428617913$,0.8196622510641156,$4766783907.121901 1 / cm2 \pm 1220092592.8630981 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,130.90390200000002,130.8864360633486,50.792829565026054,-3.729004117534805,"$15_{0,15} – 14_{0,14}$",$0.025889574714273805 \pm 0.061536004040112426$,0.025889574714273805,$0.07520341402154382 \pm 0.1946368399950354$,0.07520341402154382,$432902575.0208634 1 / cm2 \pm 1120411756.8869498 1 / cm2$,False
methanol,CH3OH,$\mathrm{CH_3OH}$,CDMS,32504,132.621824,132.60390765911595,86.45666063135243,-5.371211984280172,"$6_{2,5} – 7_{1,6}$",$0.14497030608196218 \pm 0.06442293460225931$,0.14497030608196218,$0.7818419842563085 \pm 0.20112861934831924$,0.7818419842563085,$120826619813.10406 1 / cm2 \pm 31082612232.25275 1 / cm2$,False
methanol,CH3OH,$\mathrm{CH_3OH}$,CDMS,32504,132.890759,132.87280632775668,54.3127603858111,-5.110876966571241,"$6_{1,6} – 5_{0,5}$",$2.746343662929978 \pm 0.06442293460225931$,2.746343662929978,$11.347460478705175 \pm 0.20072158935110043$,11.347460478705175,$966867293992.1556 1 / cm2 \pm 17102605495.379354 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,133.129943,133.11218005240775,57.479908732793085,-4.828029790900977,"$16_{0,16} – 15_{1,15}$",$-0.050311082458728396 \pm 0.06442293460225931$,-0.050311082458728396,$-0.13784453361947066 \pm 0.20036096880115425$,-0.13784453361947066,$-9684158650.348871 1 / cm2 \pm 14076201342.625496 1 / cm2$,False
methylenimine,H2CNH,$\mathrm{H_2CNH}$,CDMS,29518,133.27208919999998,133.25386273862182,17.474921221817237,-4.8288646568980225,"$2_{1,1} – 1_{1,0}$",$0.13806844053811448 \pm 0.06442293460225931$,0.13806844053811448,$0.8126806419993458 \pm 0.21228823408471797$,0.8126806419993458,$126117899436.63116 1 / cm2 \pm 32944486153.88335 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,133.546584,133.52876546181648,55.854087476949644,-3.7095887679543607,"$15_{2,14} – 14_{2,13}$",$0.16765133483178865 \pm 0.06442293460225931$,0.16765133483178865,$0.7903574567338328 \pm 0.21185189183901143$,0.7903574567338328,$4528154125.791308 1 / cm2 \pm 1213752093.9599035 1 / cm2$,False
methanol,CH3OH,$\mathrm{CH_3OH}$,CDMS,32504,133.60543900000002,133.58738977916371,60.724725881119525,-5.396839123431463,"$5_{2,3} – 6_{1,6}$",$0.1658053670666245 \pm 0.06442293460225931$,0.1658053670666245,$0.952966299850826 \pm 0.2117585682231952$,0.952966299850826,$187377426800.90942 1 / cm2 \pm 41637123603.34077 1 / cm2$,False
methanol,CH3OH,$\mathrm{CH_3OH}$,CDMS,32504,133.60543900000002,133.58738977916371,60.724725881119525,-5.396839123431463,"$5_{2,3} – 6_{1,6}$",$0.17530408746318704 \pm 0.055094176615794715$,0.17530408746318704,$0.6568587589050346 \pm 0.18109488536283125$,0.6568587589050346,$129155148544.63472 1 / cm2 \pm 35607863186.14285 1 / cm2$,False
methylenimine,H2CNH,$\mathrm{H_2CNH}$,CDMS,29518,133.7348945,133.71660474477707,62.223094264895686,-5.3622649043185024,"$4_{2,3} – 5_{1,4}$",$-0.03177388362134709 \pm 0.055094176615794715$,-0.03177388362134709,$0.14691448289000178 \pm 0.17057262086629899$,0.14691448289000178,$43557228072.59961 1 / cm2 \pm 50571396392.39795 1 / cm2$,False
methylenimine,H2CNH,$\mathrm{H_2CNH}$,CDMS,29518,133.7348945,133.71660474477707,62.223094264895686,-5.3622649043185024,"$4_{2,3} – 5_{1,4}$",$0.007915684893001068 \pm 0.06442293460225931$,0.007915684893001068,$0.34916295539268283 \pm 0.19945463340839834$,0.34916295539268283,$103519885741.48277 1 / cm2 \pm 59134339832.31607 1 / cm2$,False
carbonyl sulfide,OCS,$\mathrm{OCS}$,CDMS,60503,133.7859,133.76760326919964,38.52514615045018,-5.166273160760918,$11 – 10$,$0.5786186376492817 \pm 0.055094176615794715$,0.5786186376492817,$1.593354851976613 \pm 0.18085061026621668$,1.593354851976613,$353413817488.5049 1 / cm2 \pm 40113540615.27504 1 / cm2$,False
singly-deuterated formaldehyde,HDCO,$\mathrm{HDCO}$,CDMS,31501,134.28483,134.2664650348947,17.62754868275593,-4.338070000323149,"$2_{1,1} – 1_{1,0}$",$0.13196072275936482 \pm 0.055094176615794715$,0.13196072275936482,$0.3861669078894017 \pm 0.16987407629272244$,0.3861669078894017,$58956808003.02838 1 / cm2 \pm 25934985872.8708 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,134.3728451,134.354916317402,106.04979146072192,-3.8000694828795716,"$15_{7,8} – 14_{7,7}$",$0.16299870369475739 \pm 0.055094176615794715$,0.16299870369475739,$0.763183348043532 \pm 0.1800606487253623$,0.763183348043532,$5452111192.166684 1 / cm2 \pm 1286336606.663416 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,134.3728451,134.354916317402,106.04979146072192,-3.8000694828795716,"$15_{7,9} – 14_{7,8}$",$0.16299870369475739 \pm 0.055094176615794715$,0.16299870369475739,$0.763183348043532 \pm 0.1800606487253623$,0.763183348043532,$5452111192.166684 1 / cm2 \pm 1286336606.663416 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,134.38666800000001,134.36873737307278,91.61117786803875,-3.769028371993528,"$15_{6,10} – 14_{6,9}$",$0.0872114168732041 \pm 0.055094176615794715$,0.0872114168732041,$0.15991658236292425 \pm 0.16974534599442057$,0.15991658236292425,$1063843034.2483023 1 / cm2 \pm 1129228759.5441961 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,134.38666800000001,134.36873737307278,91.61117786803875,-3.769028371993528,"$15_{6,9} – 14_{6,8}$",$0.0872114168732041 \pm 0.055094176615794715$,0.0872114168732041,$0.15991658236292425 \pm 0.16974534599442057$,0.15991658236292425,$1063843034.2483023 1 / cm2 \pm 1129228759.5441961 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,134.42564900000002,134.407713172008,79.392509496526,-3.7440929951217874,"$15_{5,11} – 14_{5,10}$",$0.14526849583025264 \pm 0.055094176615794715$,0.14526849583025264,$0.9136355199010169 \pm 0.17998991888931903$,0.9136355199010169,$5742137195.487363 1 / cm2 \pm 1131224416.6898026 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,134.42564900000002,134.407713172008,79.392509496526,-3.7440929951217874,"$15_{5,10} – 14_{5,9}$",$0.14526849583025264 \pm 0.055094176615794715$,0.14526849583025264,$0.9136355199010169 \pm 0.17998991888931903$,0.9136355199010169,$5742137195.487363 1 / cm2 \pm 1131224416.6898026 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,134.465111,134.44716990676542,19.90313765435622,-5.132378124333481,"$8_{2,7} – 7_{1,6}$",$0.02903152806601872 \pm 0.055094176615794715$,0.02903152806601872,$0.4095362744311786 \pm 0.16964632153950496$,0.4095362744311786,$114827474122.41072 1 / cm2 \pm 47566137147.67101 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,134.50904500000001,134.49109804484345,69.40204829369841,-3.724189953410855,"$15_{4,12} – 14_{4,11}$",$0.12558826554481822 \pm 0.055094176615794715$,0.12558826554481822,$0.4241162567848279 \pm 0.16959091083027303$,0.4241162567848279,$2549301267.729155 1 / cm2 \pm 1019386352.3470185 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,134.52694699999998,134.50899765625763,69.4040584756954,-3.7240298703476498,"$15_{4,11} – 14_{4,10}$",$0.12069126647835754 \pm 0.055094176615794715$,0.12069126647835754,$0.03604956279199311 \pm 0.16956834273801819$,0.03604956279199311,$216666493.68861604 1 / cm2 \pm 1019146292.3871049 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,134.548359,134.5304067993479,61.63382054116027,-3.709510632597192,"$15_{3,13} – 14_{3,12}$",$0.10798926931398295 \pm 0.055094176615794715$,0.10798926931398295,$0.41698009258759416 \pm 0.16954135766249454$,0.41698009258759416,$2424521697.1416693 1 / cm2 \pm 985794543.9666865 1 / cm2$,False
methanol,CH3OH,$\mathrm{CH_3OH}$,CDMS,32504,134.89688500000003,134.87866131325706,121.26727421426392,-5.523213897921017,"$8_{2,7} – 7_{3,4}$",$0.10076737634591898 \pm 0.055094176615794715$,0.10076737634591898,$0.7721663944050873 \pm 0.1691033225594386$,0.7721663944050873,$133975296984.42535 1 / cm2 \pm 29340396092.229362 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,134.970318,134.9523094991991,61.695652031000094,-3.7054759635212613,"$15_{3,12} – 14_{3,11}$",$0.22453876569455483 \pm 0.055094176615794715$,0.22453876569455483,$1.1853386955168836 \pm 0.16901131888970097$,1.1853386955168836,$6871290002.263574 1 / cm2 \pm 979741731.328336 1 / cm2$,False
thioformaldehyde,H2CS,$\mathrm{H_2CS}$,CDMS,46509,135.29826070000001,135.279757136816,29.403512136275857,-4.485885526364427,"$4_{1,4} – 3_{1,3}$",$1.1884332133367963 \pm 0.055094176615794715$,1.1884332133367963,$3.8802247771351754 \pm 0.17882906650083177$,3.8802247771351754,$156519365314.4971 1 / cm2 \pm 7213554264.544374 1 / cm2$,False
methanol,CH3OH,$\mathrm{CH_3OH}$,CDMS,32504,135.37681400000002,135.35852547798856,121.29016329586572,-5.517755125768909,"$8_{2,6} – 7_{3,5}$",$0.06831478984345718 \pm 0.055094176615794715$,0.06831478984345718,$0.6368290852893042 \pm 0.1685038285539441$,0.6368290852893042,$109891141745.01208 1 / cm2 \pm 29076998108.191914 1 / cm2$,False
methanol,CH3OH,$\mathrm{CH_3OH}$,CDMS,32504,135.37681400000002,135.35852547798856,121.29016329586572,-5.517755125768909,"$8_{2,6} – 7_{3,5}$",$0.15630528113283565 \pm 0.05994611959940856$,0.15630528113283565,$0.9820816527741617 \pm 0.18334335337068836$,0.9820816527741617,$169467878592.81482 1 / cm2 \pm 31637704524.929527 1 / cm2$,False
